"country","countryCode","date","filterByKeyword","filterByRating","input","isAmazonVine","isVerified","position","product/listPrice","product/price","productAsin","productOriginalAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewImages/8","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","userId","userProfileLink","variant","variantAsin","variantAttributes"
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","46",,,"B01HJI0FS2","B01HJI0FS2","5",,"Very nice product by Dell. I liked it. It is a very good mouse and easy to use. I got it at a price of 349, in this price it is good to go with this dell mouse with 3 years of warranty.","R2ZOXXP6ZNXNJ0","https://m.media-amazon.com/images/I/81IT0Fjp5fL.jpg",,,,,,,,,,"Value for money","https://www.amazon.in/customer-reviews/R2ZOXXP6ZNXNJ0",,,,"amzn1.account.AGCUSEXV36QLB3EXMAF62VIOSHVQ","https://www.amazon.in/gp/profile/amzn1.account.AGCUSEXV36QLB3EXMAF62VIOSHVQ",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","47",,,"B01HJI0FS2","B01HJI0FS2","4",,"After watching a you tube video, I tried to use for ipad9th generation by using an otg adapter ( connector). This moise is working in iPad too.Not bad in just 300 rs...good buy... I will post another review after using it afte months.","R3BG02KTN6PMDC","https://m.media-amazon.com/images/I/71Jb2C5jikL.jpg",,,,,,,,,,"Worked with ipad9 generation 😂","https://www.amazon.in/customer-reviews/R3BG02KTN6PMDC",,,,"amzn1.account.AGBZPRIWJPP6SLREZUT5CSQDYGAA","https://www.amazon.in/gp/profile/amzn1.account.AGBZPRIWJPP6SLREZUT5CSQDYGAA",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","48",,,"B01HJI0FS2","B01HJI0FS2","1",,"This product and seller is not worth the rating. The product states 3 years warranty and stops working in 3-4 months as this is my second piece of the same product. The seller sends inferior product and then removes all provision of claiming replacement under warranty.","R188MTCIMUP47N","https://m.media-amazon.com/images/I/71xrniqhYQL.jpg",,,,,,,,,,"Poor and inferior quality product","https://www.amazon.in/customer-reviews/R188MTCIMUP47N",,,,"amzn1.account.AHCOLYQVT3MG2WSTALEXU6PVTFAQ","https://www.amazon.in/gp/profile/amzn1.account.AHCOLYQVT3MG2WSTALEXU6PVTFAQ",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","49",,,"B01HJI0FS2","B01HJI0FS2","5",,"Quality is best and buttons scroll wheel is smooth and comfortable and the cord is also so alongated and long","R28IB0ELLGGMZU","https://m.media-amazon.com/images/I/518CiMJdiAL.jpg",,,,,,,,,,"Seems to be perfect at this range","https://www.amazon.in/customer-reviews/R28IB0ELLGGMZU",,,,"amzn1.account.AEQZ624V3LFWJPN4636UWD6BY7DQ","https://www.amazon.in/gp/profile/amzn1.account.AEQZ624V3LFWJPN4636UWD6BY7DQ",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","50",,,"B01HJI0FS2","B01HJI0FS2","5",,"Pros:* Full size. You can keep your fingers straight while using it (more comfort if you have big palm)* No worry about batteries* always accurate* Build quality is okayCons:* it's wired* visible red light* clicks are not silent* Made in China. (So can't say how long will it last. It's Dell so hoping at least 1 year, If don's will update review to 1 star :p )_______I bought this as a backup for my wireless mouse, in case i don't have battery i can quickly plug it in, also i don't like my small sized logitech mouse.Overall a good choice if you want a wired good quality mouse in cheap price.","R2F3T5SCX5RWT2","https://m.media-amazon.com/images/I/615rHCOuQYL.jpg","https://m.media-amazon.com/images/I/6118zf7C5PL.jpg",,,,,,,,,"Good full sized mouse.","https://www.amazon.in/customer-reviews/R2F3T5SCX5RWT2",,,,"amzn1.account.AE5XBL5RTVF2KV225CJBJBBF42JQ","https://www.amazon.in/gp/profile/amzn1.account.AE5XBL5RTVF2KV225CJBJBBF42JQ",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","51",,,"B01HJI0FS2","B01HJI0FS2","5",,"Best quality and connectivity is the best scrolling is also good durability","R3UY85P3E88FQK","https://m.media-amazon.com/images/I/71Y9Ndyf0AL.jpg",,,,,,,,,,"Good condition and best mouse for office and lite work","https://www.amazon.in/customer-reviews/R3UY85P3E88FQK",,,,"amzn1.account.AEY4IXYTDDQISLVIOPZ5IQQSFREA","https://www.amazon.in/gp/profile/amzn1.account.AEY4IXYTDDQISLVIOPZ5IQQSFREA",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","52",,,"B01HJI0FS2","B01HJI0FS2","1",," ","RWTUUXYX5T0DV","https://m.media-amazon.com/images/I/61Qg9bFwtQL.jpg",,,,,,,,,,"Not working. I see 3 year warranty but I am not getting help from Amazon or Dell","https://www.amazon.in/customer-reviews/RWTUUXYX5T0DV",,,,"amzn1.account.AGJIMYSUBKOE5QO7OCQ3AMXBJYTQ","https://www.amazon.in/gp/profile/amzn1.account.AGJIMYSUBKOE5QO7OCQ3AMXBJYTQ",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","53",,,"B01HJI0FS2","B01HJI0FS2","4",,"Certified mouse of dell company. Very good product you should go for this product at the cheap price. The best mouse on Amazon and the another one you should go with hp wired laptop now u am trying this it is very good.","R2SSA5KSNUD76F","https://m.media-amazon.com/images/I/71QjtSExX7L.jpg","https://m.media-amazon.com/images/I/71oOTF8Qw7L.jpg",,,,,,,,,"Certified mouse","https://www.amazon.in/customer-reviews/R2SSA5KSNUD76F",,,,"amzn1.account.AEW7AQO6QGQBSXJ3YIBMH6ANZYPQ","https://www.amazon.in/gp/profile/amzn1.account.AEW7AQO6QGQBSXJ3YIBMH6ANZYPQ",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","54",,,"B01HJI0FS2","B01HJI0FS2","5",,"- Easy to use- Good Quality/Branded- Cheap Price- Durable!","R3MQCK4XK0UKZ0","https://m.media-amazon.com/images/I/61DS78MDaCL.jpg","https://m.media-amazon.com/images/I/51Zrx-VX81L.jpg",,,,,,,,,"Good and Quality Mouse","https://www.amazon.in/customer-reviews/R3MQCK4XK0UKZ0",,,,"amzn1.account.AEER36IPXFBYVQKLKHE54QFDZH3Q","https://www.amazon.in/gp/profile/amzn1.account.AEER36IPXFBYVQKLKHE54QFDZH3Q",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","55",,,"B01HJI0FS2","B01HJI0FS2","5",," ","R9VRV9IIINAJU","https://m.media-amazon.com/images/I/119G6qLuHCL.jpg",,,,,,,,,,"Nice Product","https://www.amazon.in/customer-reviews/R9VRV9IIINAJU",,,,"amzn1.account.AFO7AQR3TSFPIEZVCGM33REFFB7A","https://www.amazon.in/gp/profile/amzn1.account.AFO7AQR3TSFPIEZVCGM33REFFB7A",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","56",,,"B01HJI0FS2","B01HJI0FS2","5",,"The Dell Mouse an excellent product that is perfect for those who value a smooth and efficient leptop & Computer experience.","R20J7OFB5K5DBW","https://m.media-amazon.com/images/I/719TNuD6c8L.jpg",,,,,,,,,,"The dell optical mouse MS116","https://www.amazon.in/customer-reviews/R20J7OFB5K5DBW",,,,"amzn1.account.AG65D4VM6ZGMKYY3ROELOKLZEF3Q","https://www.amazon.in/gp/profile/amzn1.account.AG65D4VM6ZGMKYY3ROELOKLZEF3Q",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","57",,,"B01HJI0FS2","B01HJI0FS2","5",,"Good","R1PGKK1PV72ACV","https://m.media-amazon.com/images/I/71C87rlrIoL.jpg",,,,,,,,,,"Mouse","https://www.amazon.in/customer-reviews/R1PGKK1PV72ACV",,,,"amzn1.account.AE3MGFQKSAKSQN27EQ2TLFZOFYSA","https://www.amazon.in/gp/profile/amzn1.account.AE3MGFQKSAKSQN27EQ2TLFZOFYSA",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","58",,,"B01HJI0FS2","B01HJI0FS2","5",,"Very  smooth  to use and quick response.. use it you never  disappointed.. i am using this..","R1RTNX9NUUPGZ5","https://m.media-amazon.com/images/I/61fmCi8VhML.jpg","https://m.media-amazon.com/images/I/71TMC-pBY-L.jpg",,,,,,,,,"Best  product  and value for money","https://www.amazon.in/customer-reviews/R1RTNX9NUUPGZ5",,,,"amzn1.account.AG75GBBHJBTZFPWLCJ5MNN6LZPZA","https://www.amazon.in/gp/profile/amzn1.account.AG75GBBHJBTZFPWLCJ5MNN6LZPZA",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","59",,,"B01HJI0FS2","B01HJI0FS2","5",,"I am using this for past 1.5 years and it works just fine. My hand is big so I needed a big mouse. I used it everyday after purchasing and all good .# after 3.5 years using as rough as you possibly can, it shows no signs of any defects.I always click the scroll bar to open a link in new tab but no defects in scroll bar also.","R9YA746YCZI7E","https://m.media-amazon.com/images/I/61qchQqBQdL.jpg",,,,,,,,,,"Very good performance | 3.5 years and still like new","https://www.amazon.in/customer-reviews/R9YA746YCZI7E",,,,"amzn1.account.AGM2PFFBH56S3JYH6VNYTGIEIKRQ","https://www.amazon.in/gp/profile/amzn1.account.AGM2PFFBH56S3JYH6VNYTGIEIKRQ",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","60",,,"B01HJI0FS2","B01HJI0FS2","5",,"Working fine and connectivity is also good.","RFJKE4S968M0K","https://m.media-amazon.com/images/I/61z99NPbXoL.jpg","https://m.media-amazon.com/images/I/61wcv-x+5ZL.jpg",,,,,,,,,"Good product at this price point","https://www.amazon.in/customer-reviews/RFJKE4S968M0K",,,,"amzn1.account.AE5THFMGRTNL4CUOWO7RC4B74YVQ","https://www.amazon.in/gp/profile/amzn1.account.AE5THFMGRTNL4CUOWO7RC4B74YVQ",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","61",,,"B01HJI0FS2","B01HJI0FS2","5",,"I've been using this for past 10 months now. I am more concerned with the scroll wheel because I had this issue with the previous mouse I was using: the more you use a mouse, the more you have to apply the pressure to register the click and sometimes, it would not register at all. Fortunately, this mouse doesn't have that issue. The clicks are clean and simple. Responsiveness is good. I got it for 219 rupees, which is the best value for this product. No problems with ergonomics or the wire. Overall pretty nice, quality beginner mouse. Recommend this 100% for those who are using a cheap mouse and want to upgrade.","RZN1RD8TXMJXS","https://m.media-amazon.com/images/I/71OahL5GqgL.jpg","https://m.media-amazon.com/images/I/710iGcHy6JL.jpg","https://m.media-amazon.com/images/I/81hFKGZ4uML.jpg","https://m.media-amazon.com/images/I/71caarnsrbL.jpg",,,,,,,"Gets the job done perfectly","https://www.amazon.in/customer-reviews/RZN1RD8TXMJXS",,,,"amzn1.account.AEKUIRUHE7347RM4Q3IQWKLEKOFQ","https://www.amazon.in/gp/profile/amzn1.account.AEKUIRUHE7347RM4Q3IQWKLEKOFQ",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","62",,,"B01HJI0FS2","B01HJI0FS2","4",," ","R2MIFLES9OSZ1I","https://m.media-amazon.com/images/I/7126E8NPIQL.jpg",,,,,,,,,,"Value for money, Quality, Easy to use","https://www.amazon.in/customer-reviews/R2MIFLES9OSZ1I",,,,"amzn1.account.AEIWK7UCXW2X6COSYCHDSCX3H5DA","https://www.amazon.in/gp/profile/amzn1.account.AEIWK7UCXW2X6COSYCHDSCX3H5DA",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","63",,,"B01HJI0FS2","B01HJI0FS2","5",,"Ye mouse itna jada badiya hai koi ise kharab bata hi nahi sakta♥️♥️🥰Thank you Amazon","R1R93GEVPHTFWR","https://m.media-amazon.com/images/I/71UIEs0nH0L.jpg","https://m.media-amazon.com/images/I/614zQgQlimL.jpg",,,,,,,,,"Dell mouse","https://www.amazon.in/customer-reviews/R1R93GEVPHTFWR",,,,"amzn1.account.AG52QLTTX5V47ALCZPJX6KQJSS6Q","https://www.amazon.in/gp/profile/amzn1.account.AG52QLTTX5V47ALCZPJX6KQJSS6Q",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","64",,,"B01HJI0FS2","B01HJI0FS2","4",," ","R3UWBDBZYT7Y0A","https://m.media-amazon.com/images/I/61HJoNHiwyL.jpg",,,,,,,,,,"Budget friendly","https://www.amazon.in/customer-reviews/R3UWBDBZYT7Y0A",,,,"amzn1.account.AHOLSFHU4X5DYF5XL2DLGAV24TWQ","https://www.amazon.in/gp/profile/amzn1.account.AHOLSFHU4X5DYF5XL2DLGAV24TWQ",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","65",,,"B01HJI0FS2","B01HJI0FS2","5",,"Awesome Dell Brand Mouse, it is very comfortable, easily plug and play installed and the packaging was of good quality.","R1FJEU6BQKER0R","https://m.media-amazon.com/images/I/61PaB-l+hqL.jpg","https://m.media-amazon.com/images/I/71Abcc2d1fL.jpg","https://m.media-amazon.com/images/I/81mLhwKrh1L.jpg","https://m.media-amazon.com/images/I/71FPNeVDI6L.jpg","https://m.media-amazon.com/images/I/71E5HJVqE9L.jpg","https://m.media-amazon.com/images/I/713S8-71EDL.jpg","https://m.media-amazon.com/images/I/81j5BywYLBL.jpg","https://m.media-amazon.com/images/I/71HHhdhjGoL.jpg",,,"Dell is the Best Brand for Computer Accessories","https://www.amazon.in/customer-reviews/R1FJEU6BQKER0R",,,,"amzn1.account.AHF2B5VCC7APNWK34JL3THV3BCPA","https://www.amazon.in/gp/profile/amzn1.account.AHF2B5VCC7APNWK34JL3THV3BCPA",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","66",,,"B01HJI0FS2","B01HJI0FS2","5",,"Hello all,I thought of buying a mobile for my laptop and this model from Dell strikes me when I was searching in Amazon.in. It's my experience with the mouse after a week usage and I would like to tell you that it's a great mouse for your professional and regular long hour usage.The clicks and moves give you a great experience with it and surely it made my work to go with so much comfortDesign:Not so sleek, not too large but in the right size to suit universal.Can go blindly for it ...","R3GGQWEB7YP5NC","https://m.media-amazon.com/images/I/61fWV9soKPL.jpg","https://m.media-amazon.com/images/I/61SuX6xqqgL.jpg","https://m.media-amazon.com/images/I/61oDD3IZAwL.jpg","https://m.media-amazon.com/images/I/61LG45u36zL.jpg",,,,,,,"1 Week Usage Review : Totally Love it!!!","https://www.amazon.in/customer-reviews/R3GGQWEB7YP5NC",,,,"amzn1.account.AEHNMNGP762L3XJJT36I4V5IC6WA","https://www.amazon.in/gp/profile/amzn1.account.AEHNMNGP762L3XJJT36I4V5IC6WA",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","67",,,"B01HJI0FS2","B01HJI0FS2","5",,"I availed the  guarantee","R1QK3X8BXDFQ9P","https://m.media-amazon.com/images/I/61VYNUz4FnL.jpg",,,,,,,,,,"After 7 months mouse stopped working. Complained yesterday, today replaced. Dell -really efficient.","https://www.amazon.in/customer-reviews/R1QK3X8BXDFQ9P",,,,"amzn1.account.AGLJRFGRALOTYWB7NHCAWRM3LPBA","https://www.amazon.in/gp/profile/amzn1.account.AGLJRFGRALOTYWB7NHCAWRM3LPBA",,"B01HJI0FS2",
,,,,,"https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=srd_d_vsims_d_sccl_2_3/260-1408972-6883810?pd_rd_w=Gc4vK&content-id=amzn1.sym.7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_p=7ccbe032-5929-4c88-ab39-4923842061df&pf_rd_r=12A8W8TP34EQMP2JP7BV&pd_rd_wg=wagNn&pd_rd_r=130e489b-c2dc-41e6-a4bb-e1d4cb847e45&pd_rd_i=B01HJI0FS2&psc=1",,"true","68",,,"B01HJI0FS2","B01HJI0FS2","5",,"Good Quality Product same as dell assurance I am so happy to use this product it working very very great on all platforms.😍😃 Very very handy while working.✅️✔️Work efficiency  not reduce by this product. I am so so happy I got perfect mouse. Really really buy this product for office work 🤗🤗🤗","R2N1ORHW1D7JGX","https://m.media-amazon.com/images/I/61hKClY61KL.jpg",,,,,,,,,,"Good Quality DELL product","https://www.amazon.in/customer-reviews/R2N1ORHW1D7JGX",,,,"amzn1.account.AFV3D3VXVQ6PXOA7LDT5FR3XNENQ","https://www.amazon.in/gp/profile/amzn1.account.AFV3D3VXVQ6PXOA7LDT5FR3XNENQ",,"B01HJI0FS2",
